date	open	high	low	close	volume
4/5/11	22.02502102	22.33210884	21.95677928	21.990901	
4/6/11	22.16150431	22.44300062	22.05914255	22.306518	
4/7/11	22.34063978	22.40035045	22.1529733	22.34917	
4/8/11	22.32357917	22.41741242	22.14444375	22.238277	
4/11/11	22.34063941	22.39181986	22.00795924	22.161504	
4/12/11	22.03355199	22.05061242	21.79470504	21.871477	
4/13/11	21.88000829	22.06767393	21.80323548	21.862947	
4/14/11	21.683813	21.70087429	21.40231582	21.683813	
4/15/11	21.71793225	21.80323442	21.47908702	21.641162	
4/18/11	21.41084543	21.5643902	21.08669632	21.393785	
4/19/11	21.32554274	21.47055643	21.21465077	21.453496	
4/20/11	21.78617607	22.17856522	21.76058457	21.97384	
4/21/11	21.99943172	22.08473219	21.63263237	21.769115	
4/25/11	21.80323421	21.85441722	21.61557028	21.845887	
4/26/11	21.95677937	22.55389543	21.89706785	22.34064	
4/27/11	22.43447126	22.51124322	22.28945756	22.502713	
4/28/11	22.57095456	22.92069519	22.51977411	22.78421	
4/29/11	22.64772686	22.72449881	21.63263267	22.110324	
5/2/11	22.12738494	22.17856539	21.73499409	21.888538	
5/3/11	21.83735728	22.05061272	21.74352489	22.016491	
5/4/11	22.05061229	22.39182099	21.99943183	22.229746	
5/5/11	22.22121494	22.24680645	21.90559776	21.999431	
5/6/11	22.23827649	22.3662289	21.96530954	22.067673	
5/9/11	22.00796049	22.14444398	21.89706852	22.033552	
5/10/11	21.64969084	22.05061191	21.53879887	21.897068	
5/11/11	21.88000745	21.88853767	21.50467703	21.632632	
5/12/11	21.62410065	21.65822067	21.41084522	21.59851	
5/13/11	21.56439043	21.59851045	21.28289326	21.351135	
5/16/11	21.29142162	21.38525487	20.89903248	20.958744	
5/17/11	20.95015843	21.20774321	20.83853874	21.053192	
5/18/11	21.06177792	21.24208579	20.82136542	21.199156	
5/19/11	21.33653355	21.36229108	21.03601899	21.224913	
5/20/11	21.22491314	21.35370681	20.98450321	21.027433	
5/23/11	20.78702066	20.82136604	20.63247203	20.752677	
5/24/11	20.77843551	20.85571068	20.64105743	20.735504	
5/25/11	20.75267588	20.87288084	20.74408975	20.769849	
5/26/11	20.90722684	21.49108454	20.88146845	21.181983	
5/27/11	21.19056896	21.37946382	21.16481057	21.259258	
5/31/11	21.43098049	21.51684179	21.20774282	21.473912	
6/1/11	21.45673929	21.55118672	20.92440008	20.975916	
6/2/11	21.02743338	21.16481147	20.76126334	20.795607	
6/3/11	20.64964196	20.72691713	20.46933409	20.529437	
6/6/11	20.51226458	20.82136613	20.40923187	20.615299	
6/7/11	20.68398825	20.75267729	20.52085177	20.658229	
6/8/11	20.52085062	20.62388418	20.48650696	20.555196	
6/9/11	20.61529851	20.64105776	20.45216204	20.572367	
6/10/11	20.6238849	20.6238849	20.34054346	20.357714	
6/13/11	20.42640474	20.76984995	20.34912957	20.641058	
6/14/11	20.86429604	20.99308972	20.76985033	20.795607	
6/15/11	20.60671238	20.61529851	20.32337009	20.383473	
6/16/11	20.39205875	20.6925733	20.30619745	20.606712	
6/17/11	20.79560662	20.86429566	20.58954035	20.829952	
6/20/11	20.75267695	21.17339733	20.74409082	21.01026	
6/21/11	21.05319088	21.34512016	20.95015732	21.259258	
6/22/11	21.12187935	21.30218722	21.11329322	21.16481	
6/23/11	20.98450324	21.16481112	20.77843612	21.147638	
6/24/11	21.0446056	21.07036485	20.76985028	20.864296	
6/27/11	20.80419351	21.86028667	20.80419351	21.637049	
6/28/11	21.72290849	22.25524942	21.60270353	22.152215	
6/29/11	22.07493945	22.07493945	21.77442662	21.997666	
6/30/11	22.10069862	22.323938	22.03200958	22.323938	
7/1/11	22.26383583	22.46990295	22.18656065	22.341111	
7/5/11	22.40979905	22.4527297	22.23807645	22.349697	
7/6/11	22.29817945	22.64162638	22.28959332	22.607281	
7/7/11	22.74465935	23.07951758	22.63304051	22.985071	
7/8/11	22.78758992	23.16537878	22.76183067	23.113862	
7/11/11	22.85627959	23.01082821	22.74465904	22.864864	
7/12/11	22.79617441	23.00224325	22.61586654	22.78759	
7/13/11	22.83910647	23.1482063	22.7618313	22.864864	
7/14/11	22.85627967	23.19113789	22.63304028	22.727486	
7/15/11	22.72748525	23.12244809	22.72748525	22.993657	
7/18/11	22.86486366	23.09669003	22.54717771	22.83052	
7/19/11	23.01941379	23.73206258	22.99365712	23.646203	
7/20/11	23.42296459	23.48306664	23.16537982	23.234068	
7/21/11	23.21689708	23.44872088	22.88203714	23.268413	
7/22/11	23.06234628	23.65478754	22.90779508	23.637617	
7/25/11	23.40579055	24.11843934	23.34568849	23.963889	
7/26/11	23.88661362	24.16995591	23.85226996	24.109853	
7/27/11	23.93813031	24.0325786	23.35427517	23.465894	
7/28/11	23.43155012	24.10126741	23.36285936	23.800752	
7/29/11	23.62902956	23.79216517	23.40579018	23.525996	
8/1/11	23.62044412	23.77499533	22.96789823	23.414377	
8/2/11	23.1653792	23.56892818	22.97648434	23.010828	
8/3/11	23.03658683	23.18255104	22.73607228	23.113862	
8/4/11	22.77900367	23.07093209	22.26383501	22.272422	
8/5/11	22.29817891	22.40979946	21.66280615	22.049182	
8/8/11	21.48249701	21.98049255	20.94156997	21.018846	
8/9/11	21.21632682	21.99766638	20.63247168	21.963321	
8/10/11	21.42239577	21.54260073	20.69257384	20.778436	
8/11/11	21.03601818	21.79159675	20.95015688	21.628462	
8/12/11	21.57694453	21.75725413	21.16481114	21.551187	
8/15/11	21.67139249	21.96332091	21.59411731	21.903218	
8/16/11	21.79089294	22.11058574	21.64400746	21.903218	
8/17/11	21.816815	22.20563039	21.54032467	21.816815	
8/18/11	21.22927277	21.67856955	20.76269621	21.315676	
8/19/11	21.09102748	21.27247512	20.65901135	20.779975	
8/22/11	21.09966718	21.16014944	20.55532774	20.719493	
8/23/11	20.76269646	21.38479883	20.76269646	21.358877	
8/24/11	21.29839494	21.54032397	21.09966752	21.514403	
8/25/11	21.66992946	21.73905204	21.16879074	21.229273	
8/26/11	21.17743111	21.8945779	21.09966821	21.816815	
8/29/11	22.05874486	22.34387551	21.92049969	22.326594	
8/30/11	22.23154987	22.83637245	22.20562977	22.663566	
8/31/11	22.71540985	23.07830169	22.68948802	22.983259	
9/1/11	22.86229307	23.20790771	22.646285	22.646285	
9/2/11	22.27475308	22.46483932	22.17106834	22.292032	
9/6/11	21.77361386	22.11058558	21.69585096	22.041463	
9/7/11	22.19698986	22.464839	22.09330512	22.464839	
9/8/11	22.46483877	23.03510006	22.42163802	22.654925	
9/9/11	22.46483838	22.62036419	22.03282226	22.24019	
9/12/11	21.9809822	22.40435716	21.83409585	22.369795	
9/13/11	22.39571626	22.62900584	22.30067185	22.499401	
9/14/11	22.61172435	23.15606382	22.36979445	22.896855	
9/15/11	23.09558261	23.35479315	22.73268819	23.320231	
9/16/11	23.37207201	23.56215998	23.18198578	23.432556	
9/19/11	23.15606377	23.59672023	22.98325818	23.510317	
9/20/11	23.59671978	23.76088677	23.26838839	23.31159	
9/21/11	23.37207131	23.38071164	22.43891649	22.456198	
9/22/11	21.86001575	22.16242791	21.25519402	21.652648	
9/23/11	21.5144037	21.73041177	21.33295779	21.652648	
9/26/11	21.76497294	22.05010272	21.36751725	21.980981	
9/27/11	22.17106768	22.39571606	21.98962177	22.179708	
9/28/11	22.40435629	22.78453134	22.04146274	22.101945	
9/29/11	22.44755824	22.61172437	21.67856952	21.989622	
9/30/11	21.77361474	22.03282356	21.49712268	21.505763	
10/3/11	21.3588764	21.89457726	21.18607081	21.194712	
10/4/11	20.99598356	21.93777875	20.96142314	21.894578	
10/5/11	21.96370069	22.60308458	21.7390523	22.369795	
10/6/11	22.3784358	22.81045194	22.20563021	22.75861	
10/7/11	22.7586099	22.90549539	22.63764625	22.680847	
10/10/11	22.96597752	23.30294924	22.87093311	23.27703	
10/11/11	23.20790735	23.38935326	23.0869411	23.328871	
10/12/11	23.48439696	23.59672029	23.24246793	23.294309	
10/13/11	23.12150345	23.50167851	23.00053979	23.484397	
10/14/11	23.59672043	23.76088742	23.34615193	23.56216	
10/17/11	23.42391506	23.69176419	23.19926581	23.31159	
10/18/11	23.27703078	23.67448477	23.15606453	23.596721	
10/19/11	23.64856448	23.73496598	23.33751199	23.441195	
10/20/11	23.55351923	23.62264181	22.81045149	23.363433	
10/21/11	23.45847568	23.49303783	23.15606352	23.467116	
10/24/11	23.38071208	23.67448391	23.36343316	23.493038	
10/25/11	23.39799458	23.52759943	23.08694209	23.164705	
10/26/11	23.35479306	23.3807123	22.55124219	22.974618	
10/27/11	23.44119427	23.67448384	23.02645965	23.544879	
10/28/11	23.4498343	23.49303764	23.14742474	23.31159	
10/31/11	23.12150406	23.32887181	23.00054041	23.009179	
11/1/11	22.62900531	22.74132864	22.34387467	22.456198	
11/2/11	22.55124291	22.637647	22.20563085	22.47348	
11/3/11	22.67220678	22.97461807	22.44755839	22.922777	
11/4/11	22.79317033	22.81045184	22.46483893	22.680847	
11/7/11	22.64628496	23.17334551	22.57716238	23.156064	
11/8/11	23.33751116	23.50167815	23.0610217	23.467116	
11/9/11	22.97461772	23.11286288	22.51667976	22.637646	
11/10/11	22.8709334	22.89685524	22.56852384	22.706769	
11/11/11	22.96597736	23.39799348	22.95733703	23.251108	
11/14/11	23.22518701	23.32887175	23.02646045	23.121504	
11/15/11	23.1215022	23.45230857	22.9822169	23.2782	
11/16/11	23.04315353	23.07797595	22.66882372	22.694939	
11/17/11	22.64270724	22.66882427	22.14650115	22.233555	
11/18/11	22.18132181	22.19873258	21.89404409	22.024624	
11/21/11	21.97239224	21.98109763	21.67640915	21.763463	
11/22/11	21.66770311	21.72864081	21.45877474	21.580651	
11/23/11	21.42395414	21.58065107	21.302077	21.302077	
11/25/11	21.22372908	21.47618614	21.154086	21.154086	
11/28/11	21.7112317	21.73734611	21.49359707	21.650294	
11/29/11	21.60676623	21.79828558	21.54582853	21.624177	
11/30/11	22.08556378	22.27708139	21.88533817	22.268376	
12/1/11	22.25096405	22.31190175	21.93757192	22.007215	
12/2/11	22.27708113	22.30319816	21.90274956	21.954981	
12/5/11	22.44248408	22.45989311	22.19873242	22.372841	
12/6/11	22.46859891	22.52083296	22.29449294	22.338019	
12/7/11	22.3467247	22.42507317	22.05944698	22.285787	
12/8/11	22.18132108	22.39024945	22.08556272	22.111678	
12/9/11	22.21614319	22.52083255	22.19873242	22.372841	
12/12/11	22.12038415	22.25967031	22.01592039	22.207438	
12/13/11	22.41636761	22.72105611	22.32931376	22.425073	
12/14/11	22.39025014	22.51212727	22.25967023	22.277081	
12/15/11	22.39025017	22.52953633	22.23355497	22.250964	
12/16/11	22.34672428	22.78199355	22.31190187	22.634002	
12/19/11	22.651412	22.73846672	22.16390956	22.224849	
12/20/11	22.51212745	22.72105583	22.46859878	22.660119	
12/21/11	22.64270764	22.79940545	22.14650154	22.425073	
12/22/11	22.47730526	22.51212767	22.18132215	22.468599	
12/23/11	22.5556535	22.66882439	22.39895657	22.660119	
12/27/11	22.59917918	22.75587611	22.57306389	22.668824	
12/28/11	22.72976205	22.76458272	22.42507269	22.477305	
12/29/11	22.59047617	22.67752829	22.5121277	22.651413	
12/30/11	22.63400241	22.73846791	22.55565394	22.59918	
1/3/12	23.11279765	23.46971845	22.97351148	23.304317	
1/4/12	23.34784267	23.91369182	23.313022	23.852755	
1/5/12	23.83534457	24.14003393	23.75699784	24.096507	
1/6/12	23.96592665	24.54048208	23.96592665	24.470839	
1/9/12	24.41860508	24.46213287	24.13132736	24.148739	
1/10/12	24.31414147	24.50565995	24.15744453	24.235793	
1/11/12	23.87887269	24.3576689	23.82664125	24.131328	
1/12/12	24.26190986	24.39248977	24.07039051	24.375079	
1/13/12	24.31414166	24.592714	24.19226714	24.592714	
1/17/12	24.72329439	24.94092903	24.52307053	24.601419	
1/18/12	24.64494421	24.72329355	24.34896112	24.575302	
1/19/12	24.51436467	24.75811633	24.40119553	24.479544	
1/20/12	25.08892057	25.88981603	25.02798288	25.863699	
1/23/12	25.7244122	26.07262934	25.55030536	25.88111	
1/24/12	25.65477014	25.74182487	25.40231483	25.541601	
1/25/12	25.30655598	25.81146834	25.30655598	25.733119	
1/26/12	25.77664711	25.85499558	25.59383315	25.680887	
1/27/12	25.63736035	25.70700343	25.39360869	25.445841	
1/30/12	25.21949962	25.78535139	25.0976251	25.776646	
1/31/12	25.82017214	25.85499455	25.44584058	25.707003	
2/1/12	25.93334389	26.15968217	25.90722686	26.020396	
2/2/12	26.0291022	26.26414761	25.86369901	26.07263	
2/3/12	26.23803028	26.46437116	26.19450422	26.325085	
2/6/12	26.15097784	26.30767303	26.0900384	26.290264	
2/7/12	26.24673729	26.5427204	26.15968256	26.420845	
2/8/12	26.34249559	26.69941639	26.30767318	26.690711	
2/9/12	26.70812253	26.81258629	26.53401482	26.786471	
2/10/12	26.67329952	26.81258569	26.42955048	26.551425	
2/13/12	26.66459406	26.78647032	26.49048722	26.621068	
2/14/12	26.57725456	26.69116872	26.15664519	26.507153	
2/15/12	26.57725434	26.62982963	26.31437436	26.331898	
2/16/12	26.55972812	27.64630232	26.55096543	27.418474	
2/17/12	27.3396094	27.44476087	27.12054203	27.383422	
2/21/12	27.32208305	27.69887982	27.29579497	27.549914	
2/22/12	27.55867739	27.7602185	27.32208374	27.400948	
2/23/12	27.33961018	27.68135442	27.1643554	27.488576	
2/24/12	27.584964	27.60248939	27.37465932	27.584964	
2/27/12	27.37466035	27.60249043	27.25198262	27.47105	
2/28/12	27.52362515	27.97928529	27.49733619	27.92671	
2/29/12	27.94423355	28.04062407	27.69887984	27.812794	
3/1/12	27.97928609	28.3823692	27.90918453	28.294744	
3/2/12	28.31226911	28.4261824	28.04062469	28.110728	
3/5/12	28.04938572	28.08443738	27.70764324	27.86537	
3/6/12	27.63754236	28.02310009	27.59372801	27.655066	
3/7/12	27.75145618	27.97052356	27.62877932	27.900422	
3/8/12	28.07567671	28.22464078	27.9529981	28.049386	
3/9/12	28.12824989	28.18082782	27.97052313	28.031862	
3/12/12	28.01433538	28.21587912	27.88289583	28.075676	
3/13/12	28.2509316	28.64525027	28.17206735	28.627724	
3/14/12	28.50504743	28.81174353	28.46999928	28.715353	
3/15/12	28.73287846	28.86431713	28.54886273	28.785452	
3/16/12	28.83803031	28.87308197	28.4787598	28.566385	
3/19/12	28.51381063	28.5751495	28.1720664	28.215879	
3/20/12	28.12824989	28.17206688	27.81279462	28.031862	
3/21/12	28.0055726	28.17206643	27.88289574	27.96176	
3/22/12	27.87413291	28.11948926	27.85660927	28.040625	
3/23/12	28.12825026	28.13701558	27.79526871	28.049386	
3/26/12	28.20711531	28.57515027	28.17206716	28.557624	
3/27/12	28.61020179	28.65401439	28.39113441	28.496285	
3/28/12	28.49628482	28.65401421	28.07567632	28.207115	
3/29/12	28.09320158	28.20711487	27.87413245	28.145776	
3/30/12	28.39113424	28.39989518	28.07567633	28.268453	
4/2/12	28.23340513	28.44370807	27.99681236	28.294744	
4/3/12	28.18082742	28.20711462	27.74269266	27.988049	
4/4/12	27.74269316	27.76898212	27.20816788	27.348371	
4/5/12	27.29579627	27.71640477	27.20816844	27.620016	
4/9/12	27.35713347	27.51486286	27.13806609	27.251982	
4/10/12	27.21693103	27.33084782	26.55096618	26.699932	
4/11/12	26.66488156	26.75250939	26.48962766	26.59478	
4/12/12	26.70869425	27.19940605	26.65611808	27.146829	
4/13/12	27.06796456	27.30455821	26.91899874	26.997863	
4/16/12	27.15559274	27.33084752	26.96281345	27.234457	
4/17/12	27.40094731	27.69887982	27.33960932	27.549914	
4/18/12	27.40971149	27.43599782	27.1994068	27.287032	
4/19/12	27.27826947	27.76021858	27.11178001	27.173118	
4/20/12	28.17206674	28.82050355	28.08443715	28.408656	
4/23/12	28.31226896	28.47875929	28.06691174	28.145776	
4/24/12	28.22464028	28.49628471	27.89165874	27.970523	
4/25/12	27.97052266	28.32103046	27.92671006	28.215879	
4/26/12	28.14577594	28.24216647	27.97052292	28.137015	
4/27/12	28.14577586	28.23340456	27.93547117	28.023099	
4/30/12	28.02309922	28.13701513	27.97052305	28.05815	
5/1/12	28.08443766	28.3385567	27.99681246	28.049386	
5/2/12	27.90918435	27.97928591	27.72516688	27.86537	
5/3/12	27.93547147	27.95299773	27.69888045	27.83032	
5/4/12	27.55867654	27.663828	27.09425283	27.146829	
5/7/12	26.90147435	27.04167747	26.78755844	26.85766	
5/8/12	26.70869461	26.97157634	26.43705106	26.72622	
5/9/12	26.45457824	27.01538987	26.3757131	26.954051	
5/10/12	27.04167822	27.18188047	26.68240772	26.936525	
5/11/12	26.89271221	27.63754129	26.89271221	27.304558	
5/14/12	27.00662673	27.1994069	26.84889734	26.883949	
5/15/12	27.02507131	27.1661944	26.59288272	26.645803	
5/16/12	26.73400504	26.74282612	26.23125491	26.372378	
5/17/12	26.4517601	26.64580348	26.20479381	26.213614	
5/18/12	26.27535796	26.29299658	25.72850506	25.816707	
5/21/12	25.66676244	26.27535666	25.63148078	26.240075	
5/22/12	26.18715553	26.35473744	26.01957097	26.248896	
5/23/12	25.88726776	25.93136873	25.26103314	25.675584	
5/24/12	25.71968374	25.84316556	25.36687601	25.640302	
5/25/12	25.75496648	25.89608957	25.58738191	25.631482	
5/29/12	25.91372752	26.2136141	25.77260442	26.072491	
5/30/12	25.88726819	26.00193071	25.68440462	25.878448	
5/31/12	25.84316536	25.94900856	25.52564017	25.746145	
6/1/12	25.36687611	25.5432791	25.08463081	25.093451	
6/4/12	25.24339512	25.38451822	24.97878843	25.181652	
6/5/12	25.146372	25.35805665	25.04052879	25.146372	
6/6/12	25.47271802	25.90490927	25.41097667	25.887268	
6/7/12	26.14305204	26.19597497	25.72850384	25.781425	
6/8/12	25.76378361	26.17833358	25.62266052	26.151873	
6/11/12	26.22243505	26.29299572	25.41979745	25.490359	
6/12/12	25.66676245	25.84316543	25.43743742	25.834347	
6/13/12	25.77260474	25.96665076	25.62266145	25.693223	
6/14/12	25.86962781	25.98428944	25.47271821	25.878448	
6/15/12	26.09895268	26.53114216	26.01075074	26.478221	
6/18/12	26.4517599	26.48704156	26.2047936	26.319457	
6/19/12	26.62816415	27.43962192	26.50467968	27.077994	
6/20/12	27.280858	27.38669944	27.02507151	27.280858	
6/21/12	27.30731786	27.46608134	26.51350045	26.584062	
6/22/12	26.72518451	27.1044537	26.48704106	27.077994	
6/25/12	26.72518454	26.74282581	26.12541317	26.345918	
6/26/12	26.46058061	26.69872584	26.40766033	26.478221	
6/27/12	26.62816527	26.90159039	26.48704217	26.610524	
6/28/12	26.44293935	26.50467982	25.94900853	26.381198	
6/29/12	26.85749017	27.06917482	26.58406241	26.980972	
7/2/12	27.00743393	27.00743393	26.64580422	26.954511	
7/3/12	26.66344475	27.130915	26.61052359	27.130915	
7/5/12	26.98097099	27.14855555	26.79574605	27.077994	
7/6/12	26.99861211	27.07799385	26.41647936	26.628164	
7/9/12	26.5664232	26.66344445	26.26653663	26.46058	
7/10/12	26.53114157	26.6546234	26.02839055	26.231255	
7/11/12	26.20479393	26.23125539	25.67558409	25.843166	
7/12/12	25.71086394	25.73732452	25.17283302	25.252213	
7/13/12	25.36687669	26.00193062	25.33159503	25.922548	
7/16/12	26.00192989	26.04603174	25.61384227	25.96665	
7/17/12	26.14305273	26.33709875	25.75496598	26.160694	
7/18/12	26.10777267	26.85749	25.98428908	26.85749	
7/19/12	26.91040991	27.16619463	26.79574651	27.051533	
7/20/12	27.34259913	27.38669921	26.50467988	26.566423	
7/23/12	26.08131173	26.09013192	25.5873809	25.825527	
7/24/12	25.79024474	25.89608794	25.49035817	25.710863	
7/25/12	25.79024594	25.86962768	25.38451791	25.428618	
7/26/12	25.78142535	26.01957058	25.65794265	25.719684	
7/27/12	26.00193058	26.32827774	25.73732477	26.248896	
7/30/12	26.24007601	26.30181737	25.98428951	26.143053	
7/31/12	26.00193008	26.20479364	25.86962717	25.993109	
8/1/12	26.09895248	26.15187364	25.76378425	25.940189	
8/2/12	25.76378362	26.04603157	25.55209898	25.746145	
8/3/12	26.04603163	26.40765955	26.00192978	26.240075	
8/6/12	26.46058008	26.55760309	26.29299553	26.41648	
8/7/12	26.52232133	26.76928674	26.34591834	26.689905	
8/8/12	26.6458038	26.87512883	26.55760362	26.751647	
8/9/12	26.80456699	27.0338929	26.72518525	26.90159	
8/10/12	26.90158955	27.00743275	26.68108471	26.831028	
8/13/12	26.76928711	26.86630835	26.60170343	26.804567	
8/14/12	26.90223162	26.98213924	26.64475239	26.751295	
8/15/12	26.73353838	26.88447499	26.65362988	26.813446	
8/16/12	26.95550477	27.47046499	26.86671764	27.328407	
8/17/12	27.45270625	27.45270625	27.15971165	27.434949	
8/20/12	27.36391999	27.39055587	27.15083301	27.292891	
8/21/12	27.31064939	27.48822099	27.17747091	27.346163	
8/22/12	27.15971223	27.31064885	27.05316785	27.11532	
8/23/12	26.98213923	26.99101874	26.70690276	26.866718	
8/24/12	26.85783952	27.19522637	26.79568915	27.133076	
8/27/12	27.4615851	27.48822008	27.15971187	27.248499	
8/28/12	27.25737815	27.34616262	27.09756202	27.195226	
8/29/12	27.212984	27.30177024	27.02653377	27.212984	
8/30/12	27.106441	27.17746999	26.83120187	26.919989	
8/31/12	27.16859027	27.48821985	26.97325964	27.36392	
9/4/12	27.03541252	27.22186275	26.7690529	26.982139	
9/5/12	26.83120238	27.10644152	26.82232376	26.982139	
