date	open	high	low	close	volume	split	dividend	absoluteChange	percentChange
7/1/13	31.58422351	31.80236098	31.20248795	31.229754	31055400				
7/2/13	31.27519822	31.30246426	30.56625828	30.848015	37630000				
7/3/13	30.59352532	31.23884239	30.53898959	30.911638	15994400				
7/5/13	30.98435108	31.12068768	30.52081465	31.093418	26085900				
7/8/13	31.22066233	31.4387998	30.8843717	31.202488	32396900				
7/9/13	31.4297133	31.44788763	31.02979522	31.220663	25318500				
7/10/13	31.21157562	31.63875884	31.19339765	31.53878	29658800				
7/11/13	31.81144794	32.51129979	31.7205599	32.438587	53638300				
7/12/13	32.33861177	32.47494473	32.06593948	32.420409	35501200				
7/15/13	32.41132157	32.92030565	32.3386115	32.874858	34142600				
7/16/13	32.72943456	33.11117377	32.68399054	32.96575	36378500				
7/17/13	33.0293723	33.07481631	32.25681037	32.484035	37285100				
7/18/13	32.46585641	32.62036734	32.01140714	32.211363	49547100				
7/19/13	29.44831435	29.69371332	28.19403256	28.539414	248428500				
7/22/13	28.81208418	29.09384	28.72119342	29.09384	79040700				
7/23/13	29.00295187	29.12110958	28.82117125	28.921151	65810400				
7/24/13	29.1211097	29.25744266	28.9847731	29.048396	52803100				
7/25/13	28.73937248	28.76663853	28.40307911	28.530324	63213000				
7/26/13	28.41216763	28.739372	28.36672179	28.739372	38633600				
7/29/13	28.60303628	28.721194	28.53941429	28.666661	28870700				
7/30/13	28.88479701	29.1938207	28.67574852	28.948419	45799500				
7/31/13	29.0574849	29.13019678	28.82117128	28.939329	43898400				
8/1/13	29.13928834	29.16655439	28.7211941	28.784817	42557900				
8/2/13	28.80299611	28.99386389	28.69392737	28.984774	29199900				
8/5/13	28.9938628	29.08475265	28.75754827	28.812084	30984000				
8/6/13	28.67574813	28.78481687	28.52123538	28.703016	36331500				
8/7/13	28.66666076	29.17564121	28.40307928	29.139288	38078600				
8/8/13	29.30289068	30.05727465	29.13019723	29.893672	59034400				
8/9/13	29.78460499	29.90276362	29.51193634	29.720983	26800700				
8/12/13	29.5028456	29.96638567	29.5028456	29.875494	25493700				
8/13/13	29.75650406	29.7931171	29.48191402	29.500221	39464100		$0.23 		
8/14/13	29.41784325	30.53451496	29.01511168	29.610056	48519600				
8/15/13	29.28970175	29.45445632	28.22795006	29.097489	33338000				
8/16/13	29.0974888	29.28054852	28.97849847	29.10664	32866300				
8/19/13	29.07002909	29.26224185	28.72221297	28.731366	27902500				
8/20/13	28.77713243	29.19817097	28.71306121	28.941887	22979600				
8/21/13	28.932734	29.29885252	28.86866278	28.932734	37409100				
8/22/13	29.46360836	29.73820206	29.38123016	29.646669	31169900				
8/23/13	32.1912105	32.21867234	31.12030763	31.806785	225493800				
8/26/13	31.48643079	31.73355899	31.14776587	31.257605	72786800				
8/27/13	30.68096266	31.21183667	30.34230231	30.442982	58522300				
8/28/13	30.56197226	30.75418501	30.20500494	30.223311	44257400				
8/29/13	30.14093394	30.75418524	30.02194361	30.708421	45284700				
8/30/13	30.54366516	30.64434942	30.28738119	30.571127	42790200				
9/3/13	29.0608755	29.35377252	28.63983696	29.179864	154507000				
9/4/13	28.73136577	28.80459003	28.47508271	28.55746	142320600				
9/5/13	28.46592859	28.77713258	28.32863403	28.584918	71644900				
9/6/13	28.65814059	28.73136484	28.49338602	28.511693	75434900				
9/9/13	28.57576369	29.09748833	28.55745946	28.978498	49628500				
9/10/13	29.19817136	29.65582478	29.09748892	29.646669	56881200				
9/11/13	29.81142363	30.14093277	29.77481059	29.967027	39087500				
9/12/13	29.94871993	30.00363628	29.8297296	29.921259	32860200				
9/13/13	29.99448509	30.26907604	29.75650443	30.232463	40899000				
9/16/13	30.55282067	30.66265613	29.95787269	30.021943	52839700				
9/17/13	30.58943073	30.63519864	30.11347673	30.140934	84716500				
9/18/13	30.19585279	30.57112708	30.04940429	30.497901	64099900				
9/19/13	30.64435041	30.82741104	30.4979019	30.790798	42026600				
9/20/13	30.58027905	30.64435027	29.92125985	30.012792	102904900				
9/23/13	29.78396545	30.17754581	29.74735241	29.967027	39826100				
9/24/13	30.0860145	30.0860145	29.42699896	29.701589	40685000				
9/25/13	29.7382026	30.02194384	29.65582531	29.756505	28907500				
9/26/13	29.87549467	30.20500473	29.82973043	29.994485	28504000				
9/27/13	30.09516967	30.89148253	30.08601481	30.452137	55348000				
9/30/13	30.20500403	30.48874893	29.930414	30.461288	39839500				
10/1/13	30.52535861	30.76334018	30.47959437	30.735882	36718700				
10/2/13	30.53451497	31.14776626	30.47044374	31.047082	46946800				
10/3/13	31.01047206	31.12030753	30.58942986	30.992166	38703800				
10/4/13	30.83656257	31.11115626	30.77249135	31.010472	33008100				
10/7/13	30.75418504	30.8548693	30.38806651	30.479595	35069300				
10/8/13	30.4887497	30.50705668	30.02194325	30.214156	41017600				
10/9/13	30.269076	30.52535906	30.16839174	30.269076	35878600				
10/10/13	30.48875031	31.01962433	30.4429824	30.900634	42875100				
10/11/13	30.82741066	31.2484492	30.82741066	31.239298	30033300				
10/14/13	31.02877917	31.57795924	30.91894005	31.532195	27757900				
10/15/13	31.73355891	32.02645958	31.55050102	31.568808	47097800				
10/16/13	31.66948796	31.94408257	31.63287858	31.706101	35111600				
10/17/13	31.53219525	32.02645988	31.45896917	31.962385	31359200				
10/18/13	31.87085647	32.02645984	31.42235975	31.998998	41811700				
10/21/13	32.01730414	32.21867175	31.95323292	32.026459	27433500				
10/22/13	32.05391656	32.12713898	31.59626498	31.651185	40438500				
10/23/13	31.44066288	31.56880899	30.81825671	30.900634	58600500				
10/24/13	30.9555534	31.21183646	30.72672761	30.864024	53209700				
10/25/13	32.84107839	33.21635269	32.46580409	32.703782	113494000				
10/28/13	32.59394704	32.70378251	32.28274305	32.557334	38383600				
10/29/13	32.61225327	32.69463055	32.27358834	32.511569	31702200				
10/30/13	32.52072114	32.7587018	32.42919173	32.529876	36997700				
10/31/13	32.63971079	32.66716897	32.34681378	32.410885	41682300				
11/1/13	32.64886253	32.66716951	32.39257856	32.520721	40264600				
11/4/13	32.57563981	32.93260804	32.53902676	32.895995	28060700				
11/5/13	32.75870212	33.60077922	32.74039514	33.536708	51681900				
11/6/13	34.08589185	34.98288804	33.92113637	34.946275	88948800				
11/7/13	34.74490754	34.79067179	34.25979778	34.323869	60437400				
11/8/13	34.47946874	34.580153	34.17742052	34.580153	36737800				
11/11/13	34.4977754	34.58015269	34.18657141	34.406246	26872500				
11/12/13	34.21403306	34.41539701	34.04927849	34.195727	31651600				
11/13/13	33.84791126	34.927969	33.77468884	34.927969	44957600				
11/14/13	34.66253061	34.90051127	34.52523696	34.799827	46183700				
11/15/13	34.73575626	34.79982657	34.52523653	34.635072	50601300				
11/18/13	34.18657173	34.39709512	33.93028867	34.049279	53277500				
11/19/13	33.98471824	34.3351731	33.81871418	33.883275	44275000		$0.28 		
11/20/13	34.04927515	34.50117693	33.99394323	34.196838	32229900				
11/21/13	34.37206234	34.61184505	34.36283804	34.491956	23064700				
11/22/13	34.61184529	34.75018292	34.4273991	34.648736	27982000				
11/25/13	34.98074491	34.99919073	34.64873679	34.713293	30646800				
11/26/13	34.6487367	34.72251813	34.445841	34.445841	34465300				
11/27/13	34.6487375	34.82396217	34.57495976	34.676403	26002100				
11/29/13	34.87929819	35.31275417	34.87929819	35.165195	22090400				
12/2/13	35.12830395	35.76465194	35.10063753	35.460313	42950400				
12/3/13	35.17441554	35.49720399	35.11908362	35.331199	52109800				
12/4/13	35.23897231	35.94910171	35.15597028	35.912211	51983600				
12/5/13	35.82920823	35.85687834	34.28906127	35.045302	116305000				
12/6/13	35.43264292	35.55253567	35.03608135	35.377311	36457300				
12/9/13	35.56176013	35.84765417	35.38653177	35.700095	30286000				
12/10/13	35.60787138	35.87532329	35.06374605	35.146749	37828600				
12/11/13	35.10063715	35.32197405	34.4827313	34.685627	39853400				
12/12/13	34.71329297	34.71329297	34.28906129	34.325952	36012800				
12/13/13	34.51039777	34.53806788	33.77260287	33.83716	40066100				
12/16/13	33.87405175	34.12305785	33.69882616	34.02161	31734200				
12/17/13	34.06772189	34.22450535	33.50515533	33.68038	45687700				
12/18/13	33.53282123	33.75415721	32.76735621	33.735716	63192100				
12/19/13	33.6711558	33.70804652	33.27459423	33.431374	34160100				
12/20/13	33.38526198	34.05849974	33.37603768	33.938607	62649100				
12/23/13	33.94783135	34.02160909	33.70804587	33.772603	25128700				
12/24/13	33.86482896	34.27983634	33.79104753	34.196838	14243000				
12/26/13	34.30750709	34.57495901	34.27983698	34.528844	17612800				
12/27/13	34.65796091	34.69484793	34.27983686	34.390509	14563000				
12/30/13	34.32595186	34.47351103	34.03083446	34.390509	16290500				
12/31/13	34.4919564	34.65796046	34.32595142	34.501177	17503500				
1/2/14	34.44584066	34.49195659	34.21527947	34.270616	30632200				
1/3/14	34.30750691	34.32595181	33.75415727	34.040055	31134800				
1/6/14	33.98471848	34.02160919	33.3022601	33.320705	43603700				
1/7/14	33.50515526	33.65271443	33.39448312	33.578933	35802800				
1/8/14	33.2008126	33.32992594	32.81347163	32.979472	59971700				
1/9/14	33.09014352	33.11780994	32.64746695	32.767356	36516300				
1/10/14	33.10858965	33.33915085	32.97025109	33.237703	40548800				
1/13/14	33.19159106	33.21925656	32.12178713	32.260122	45901900				
1/14/14	32.02956091	33.09014332	31.93733736	32.997917	41623300				
1/15/14	33.10859016	33.92938711	33.06247423	33.901717	44812600				
1/16/14	33.83716104	34.12305785	33.48670986	34.02161	38018700				
1/17/14	33.96627707	33.96627707	33.33915062	33.551266	46267500				
1/21/14	33.95705295	33.95705295	33.25614784	33.357592	31567300				
1/22/14	33.44059393	33.49593046	32.97025094	33.136255	21904300				
1/23/14	33.28381442	33.32070514	32.75813489	33.256148	43954000				
1/24/14	34.53806867	34.63029131	33.68960161	33.947832	76395500				
1/27/14	34.00316463	34.02160952	33.18236768	33.228479	44420800				
1/28/14	33.31148136	33.56048745	32.9702517	33.449819	36205500				
1/29/14	33.18236754	34.01238878	33.1085898	33.809494	52745900				
1/30/14	33.92938587	34.0123879	33.41292788	33.993943	35036300				
1/31/14	34.07694606	34.94385432	33.71727059	34.897743	93162300				
2/3/14	34.80551925	35.03608044	33.59737676	33.643489	64063100				
2/4/14	34.09539155	34.29828356	33.43137436	33.523597	54697900				
2/5/14	33.46826397	33.63426803	33.01636218	33.034808	55814400				
2/6/14	33.01636305	33.43137414	32.91491612	33.366817	35351800				
2/7/14	33.49593132	33.74493742	33.21003359	33.717271	33260500				
2/10/14	33.78182723	33.938607	33.46826401	33.938607	26767000				
2/11/14	34.01238878	34.36283903	33.99394388	34.279837	32141400				
2/12/14	34.44584086	34.67640206	34.39972954	34.556513	27051800				
2/13/14	34.42739938	34.91618819	34.42739938	34.685627	37635500				
2/14/14	34.4827317	34.84240717	34.42739978	34.694848	31407500				
2/18/14	34.96430546	35.10367766	34.75988925	34.769179	32834000		$0.28 		
2/19/14	34.58334928	35.07580334	34.57405582	34.852803	29750400				
2/20/14	34.90855414	35.18730131	34.75059874	35.075803	27526100				
2/21/14	35.25234266	35.63329747	35.17801169	35.28951	38021300				
2/24/14	35.020053	35.28951043	34.8806808	35.020053	32085100				
2/25/14	34.94572223	35.16871793	34.70413774	34.880681	30736500				
2/26/14	34.91784857	35.06651423	34.55547324	34.81564	41041800				
2/27/14	34.79705625	35.20588495	34.59264005	35.178012	33903400				
2/28/14	35.28951115	35.7355072	35.14084549	35.596135	41215000				
3/3/14	35.23375852	35.42888498	34.83422329	35.103677	29717500				
3/4/14	35.49392626	35.75409022	35.37313448	35.689049	26802400				
3/5/14	35.54038352	35.55896673	35.24305221	35.410302	20520100				
3/6/14	35.43817461	35.53109343	35.20588452	35.447469	23582200				
3/7/14	35.56825714	35.64259183	35.02005254	35.215179	26591600				
3/10/14	35.29880312	35.31738261	35.0479289	35.140844	19006600				
3/11/14	35.18730202	35.52180068	35.04792982	35.326677	25216400				
3/12/14	35.1222607	35.70763266	35.11297096	35.558967	30494100				
3/13/14	35.69833906	35.72621666	34.97359491	35.205885	32169700				
3/14/14	34.98288891	35.43817469	34.85280275	35.029346	27195600				
3/17/14	35.21517973	35.68904966	35.11297116	35.354551	20479600				
3/18/14	35.54967322	37.07349991	35.51250959	36.748291	64063900				
3/19/14	36.673961	36.74829198	36.15363026	36.488128	35597200				
3/20/14	36.46954396	37.77037031	36.46025421	37.473039	59269800				
3/21/14	37.83541073	38.03982415	37.17570409	37.31508	80721800				
3/24/14	37.48232834	37.76107552	37.03633231	37.630994	46098400				
3/25/14	37.77966032	38.08628509	37.12924713	37.482329	43193100				
3/26/14	37.61241071	37.82611666	36.79474775	36.971291	41977500				
3/27/14	36.92483386	37.13853981	36.55316786	36.571752	35369200				
3/28/14	36.97129207	37.76107653	36.8690835	37.445162	43472700				
3/31/14	37.56595334	38.56015493	37.53808039	38.086285	46886300				
4/1/14	38.23495042	38.64377912	38.16061573	38.48582	32605000				
4/2/14	38.50440436	38.70882057	38.25353014	38.420779	28666700				
4/3/14	38.36503269	38.36503269	37.82611782	38.104865	30139600				
4/4/14	38.3278642	38.45794572	36.83191512	37.045622	51409600				
4/7/14	37.12924666	37.41728729	36.92483417	36.980581	37559600				
4/8/14	36.93412378	37.10137264	36.42308651	36.999165	35918600				
4/9/14	37.10137347	37.67745197	37.05491638	37.603121	27398700				
4/10/14	37.57524331	37.8075334	36.32087778	36.571752	45960800				
4/11/14	36.23725425	36.97129187	36.23725425	36.432377	34330200				
4/14/14	36.3394627	36.61820988	36.14433996	36.404503	32006600				
4/15/14	36.55316826	37.12924674	36.28371082	36.934124	33968700				
4/16/14	37.22216455	37.55665949	37.08278957	37.53808	30615800				
4/17/14	37.175704	37.35224726	36.71112382	37.175704	36688400				
4/21/14	37.28720532	37.30578946	36.97129081	37.110663	22221200				
4/22/14	37.1292464	37.29649526	37.00845835	37.157124	27056700				
4/23/14	37.15712389	37.15712389	36.67395958	36.878373	24602800				
4/24/14	36.92483369	37.13853964	36.51600035	37.036332	42381600				
4/25/14	37.43587187	37.79824348	36.93412434	37.08279	56876800				
4/28/14	37.29649594	38.36503221	37.25003885	37.974783	50610200				
4/29/14	38.18848861	38.27211397	37.52878569	37.640284	29636200				
4/30/14	37.53808	37.63099418	37.3243694	37.53808	35458700				
5/1/14	37.38941434	37.50091266	37.11995691	37.166414	28787400				
5/2/14	37.45445427	37.48232815	36.85049912	36.878373	43416600				
5/5/14	36.72041743	36.83191575	36.51600122	36.636793	22460900				
5/6/14	36.50671189	36.56245872	36.19079736	36.293005	27112400				
5/7/14	36.44167071	36.71112443	35.78196406	36.6275	41744500				
5/8/14	36.55316882	37.07350048	36.20938041	36.831916	32120400				
5/9/14	36.739001	37.02703792	36.58104188	36.739001	29647600				
5/12/14	36.92483504	37.18499809	36.84121061	37.138541	22782600				
5/13/14	37.35375334	37.8964701	37.28825327	37.821611	27004800		$0.28 		
5/14/14	37.70932611	37.84968528	37.47539728	37.653186	18818700				
5/15/14	37.51282738	37.802901	36.97011062	37.054325	37793200				
5/16/14	37.11982481	37.27889828	36.74554055	37.269543	29867100				
5/19/14	37.06368479	37.26018407	36.92332562	37.194684	24537400				
5/20/14	37.129184	37.37246905	36.92332569	37.129184	21320900				
5/21/14	37.2414695	37.756112	37.18532939	37.756112	22398700				
5/22/14	37.69997172	37.75611183	37.28825417	37.522183	20201800				
5/23/14	37.77482683	37.77482683	37.4286131	37.540898	18020000				
5/27/14	37.67189614	37.67189614	37.25082706	37.606397	26160600				
5/28/14	37.55961193	37.60639769	37.26018396	37.437968	25711500				
5/29/14	37.56897196	37.75611128	37.34439841	37.746756	19888200				
5/30/14	37.84968537	38.33625733	37.66254137	38.308184	34567600				
6/2/14	38.31754345	38.44854266	38.06489938	38.167829	18504300				
6/3/14	37.99003994	38.06489904	37.66254145	37.699971	18068900				
6/4/14	37.62511138	37.77482583	37.2976129	37.728041	23209000				
6/5/14	37.98068444	38.59825655	37.80290041	38.560827	31865200				
6/6/14	38.813471	38.98189976	38.5889012	38.813471	24060500				
6/9/14	38.7292569	38.81347222	38.38304317	38.616972	15019200				
6/10/14	38.3923979	38.51404183	38.23332817	38.467257	15117700				
6/11/14	38.29882714	38.42982728	38.14911269	38.233328	18040000				
6/12/14	38.18654258	38.25204266	37.69997063	37.971329	29818900				
6/13/14	38.45789714	38.8976852	38.23332827	38.579542	26310000				
6/16/14	38.40175789	38.93511562	38.40175789	38.832186	24205300				
6/17/14	38.63568696	39.21582953	37.74675646	39.000615	22518600				
6/18/14	38.93511445	39.05675838	38.53275594	38.972544	27097000				
6/19/14	38.89768579	39.08482885	38.67311599	38.841541	19828200				
6/20/14	38.78540141	39.14097417	38.71990134	39.000615	47764900				
6/23/14	39.04740015	39.30004328	39.0099706	39.290688	18743900				
6/24/14	39.1409741	39.24389998	38.88833002	39.066115	26509100				
6/25/14	39.01932982	39.34682831	38.79475627	39.328114	20049100				
6/26/14	39.23454328	39.2438995	38.76668562	39.038044	23604400				
6/27/14	38.93511514	39.57140155	38.8415408	39.533972	74640000				
6/30/14	39.45911238	39.49654193	39.019329	39.019329	30793100				
7/1/14	39.16904372	39.44040209	39.00997024	39.178399	26917000				
7/2/14	39.04739953	39.206473	38.86025553	39.206473	20208100				
7/3/14	39.21582962	39.29068872	38.88833019	39.1129	15969300				
7/7/14	39.06611445	39.41232818	39.0286849	39.290688	21952400				
7/8/14	39.17839938	39.30004331	38.93511527	39.094185	31218200				
7/9/14	39.28132962	39.29068865	38.86025679	38.991256	18445900				
7/10/14	38.7105411	39.30004268	38.41111221	39.00997	21854700				
7/11/14	39.01932996	39.384258	38.81347165	39.384258	24083000				
7/14/14	39.5059021	39.72111662	39.33747334	39.431043	21881100				
7/15/14	39.6088311	39.73983031	39.3281137	39.721116	28748700				
7/16/14	39.77725621	41.46154659	39.74918662	41.246333	63318000				
7/17/14	42.52826196	42.77154607	41.40540265	41.667402	82180300				
7/18/14	41.77969019	41.95747423	41.4054022	41.817116	43407500				
7/21/14	41.69547565	42.2569039	41.37733244	41.957475	37604400				
7/22/14	42.10718873	42.2475479	41.72354546	41.948119	43095800				
7/23/14	42.52826175	42.52826175	41.75161617	41.985545	52362900				
7/24/14	42.04168925	42.10718932	41.4709029	41.545762	30725300				
7/25/14	41.452188	41.78904645	41.452188	41.639332	26737700				
7/28/14	41.50833298	41.64868747	41.10597445	41.143404	29684200				
7/29/14	41.08726024	41.255689	40.83461617	41.068545	27763100				
7/30/14	41.23697363	41.26504322	40.50711662	40.778475	31921400				
7/31/14	40.59133131	40.88140118	40.31061765	40.385473	31537500				
8/1/14	40.43225749	40.46968703	39.86147021	40.104759	31170300				
8/4/14	40.20768775	40.6755454	40.0579733	40.581972	34277400				
8/5/14	40.52583159	40.66618702	40.07668917	40.310618	26266400				
8/6/14	39.992474	40.39482784	39.49654208	39.992474	24634000				
8/7/14	40.08604403	40.6568313	39.90825999	40.450973	30314900				
8/8/14	40.45097252	40.5351869	40.15154363	40.422902	28942700				
8/11/14	40.47904211	40.65683083	40.25447231	40.422902	20351600				
8/12/14	40.27318858	40.78783107	40.23575903	40.722331	21431100				
8/13/14	40.872045	41.33990266	40.72233055	41.246333	22889500				
8/14/14	41.24633396	41.56447343	41.18083014	41.424118	19313200				
8/15/14	41.71419072	42.01361962	41.54576196	41.91069	41611300				
8/18/14	42.05104552	42.210119	41.80776048	42.210119	26891100				
8/19/14	42.3419366	42.69031271	42.2101192	42.680899	28139500		$0.28 		
8/20/14	42.6903123	42.74680776	42.27602796	42.323105	24770500				
8/21/14	42.2195334	42.60557285	42.21011969	42.577327	22285500				
8/22/14	42.69972615	42.81271613	42.43609135	42.511418	18294500				
8/25/14	42.74680848	42.78446804	42.40784607	42.530246	16910000				
8/26/14	42.66206771	42.74680902	42.31368877	42.379597	14873100				
8/27/14	42.27602861	42.37018269	42.1442065	42.247779	21287900				
8/28/14	42.13479231	42.35135102	42.00297491	42.257196	17657600				
8/29/14	42.45492273	42.78446765	42.23836496	42.775053	21607600				
9/2/14	42.77505327	42.80329912	42.22894681	42.454923	22976800				
9/3/14	41.92764837	42.47375482	41.92764837	42.332519	33684500				
9/4/14	42.12537877	42.62440348	42.10654664	42.614986	26475500				
9/5/14	42.47375525	43.24583319	42.47375525	43.227002	36939400				
9/8/14	43.33057323	44.06498879	43.30232833	43.754276	45736700				
9/9/14	43.75427653	44.22505635	43.70719573	44.027326	40302400				
9/10/14	44.08382081	44.19680702	43.57537768	44.102652	27302400				
9/11/14	44.00849838	44.253302	43.75427634	44.253302	29216400				
9/12/14	44.16856158	44.27213314	43.87667621	43.970835	38244700				
9/15/14	43.82018494	43.98024819	43.40589589	43.537718	37667600				
9/16/14	43.67894988	44.11206637	43.5847958	44.027326	27910600				
9/17/14	43.55654661	43.9614182	43.52830171	43.801354	38311900				
9/18/14	43.86726263	44.09323883	43.74485894	43.952003	35556600				
9/19/14	44.07440661	44.78999098	43.87667627	44.742913	202522400				
9/22/14	44.53576943	44.61109608	44.23447129	44.309797	38686100				
9/23/14	44.11206647	44.2344711	43.75427663	43.839017	33430300				
9/24/14	43.90492524	44.35687385	43.63187201	44.328628	26582700				
9/25/14	44.14031507	44.33804164	43.33998752	43.349405	33077400				
9/26/14	43.24583239	43.89550757	43.08576538	43.697781	27078800				
9/29/14	43.29291052	43.83901604	43.08576553	43.726027	26091000				
9/30/14	43.66011771	43.76369021	43.32115532	43.650704	33033100				
10/1/14	43.56596317	43.81076773	43.17050625	43.217588	38088400				
10/2/14	43.15167894	43.40589627	42.97277979	43.085766	25119400				
10/3/14	43.29291144	43.59420958	42.94453532	43.396483	32453200				
10/6/14	43.42472885	43.59420958	43.23641598	43.396483	20604000				
10/7/14	43.17992455	43.24583278	42.7656355	42.869208	25723700				
10/8/14	42.82213144	44.14972956	42.69031309	44.046158	33031000				
10/9/14	43.78252264	44.06498959	43.06693921	43.170507	34422800				
10/10/14	42.93511666	43.4247286	41.38154611	41.456869	51978100				
10/13/14	41.25914225	41.95589731	40.94842946	41.099079	37100200				
10/14/14	41.3062184	41.78641568	41.01433681	41.174401	38115700				
10/15/14	40.48706394	40.85427125	39.63965839	40.694208	60218700				
10/16/14	40.04452866	40.56238926	39.75264707	40.242259	49040400				
10/17/14	40.67537636	41.3721286	40.28933692	41.080247	40683300				
10/20/14	40.54355727	41.56043975	40.30816737	41.503949	34527900				
10/21/14	41.76758501	42.35135102	41.60751799	42.257196	36433800				
10/22/14	42.37018302	42.4360922	41.64518212	41.786417	33570900				
10/23/14	42.01238921	42.79388558	41.92764885	42.389014	45451900				
10/24/14	44.09323867	44.15914785	42.53966342	43.434146	61076700				
10/27/14	43.03868914	43.40589644	43.03868914	43.227002	30371300				
10/28/14	43.17992451	43.78252171	43.0951832	43.773108	29049800				
10/29/14	43.72602727	43.97083465	43.63187225	43.895508	30276100				
10/30/14	43.61304104	43.61304104	43.09518325	43.358819	30073900				
10/31/14	44.19680752	44.22505619	43.76369104	44.206225	35849700				
11/3/14	44.14972921	44.68641819	43.99908062	44.667587	23130400				
11/4/14	44.53576797	44.94063954	44.48869093	44.78999	21530800				
11/5/14	45.00654854	45.10070733	44.49810541	45.063044	22449600				
11/6/14	45.06304393	46.00460354	44.99713475	45.853954	33037800				
11/7/14	46.06109442	46.06109442	45.46791469	45.835122	28000600				
11/10/14	45.80687752	46.27765733	45.71271873	46.032849	36370100				
11/11/14	45.99518487	46.08934365	45.80687671	46.014017	23445200				
11/12/14	45.72213577	46.0610944	45.68447244	45.929277	22722100				
11/13/14	45.95752532	46.74843633	45.86336747	46.710773	26210400				
11/14/14	46.83317654	47.12505719	46.50362785	46.682527	29081700				
11/17/14	46.52246096	46.80492791	46.26823892	46.569538	30318600				
11/18/14	46.55058735	46.74008794	46.14316312	46.181064	23995500		$0.31 		
11/19/14	46.10526226	46.1905371	45.41358858	45.688364	26177500				
11/20/14	45.47991332	46.143163	45.3567376	46.143163	21510600				
11/21/14	46.44636111	46.47478511	45.07248874	45.460963	42884800				
11/24/14	45.47044118	45.47991427	44.90193941	45.09144	35434200				
11/25/14	45.15776471	45.45149011	44.95879104	44.977741	28008000				
11/26/14	44.99669136	45.47044046	44.7977139	45.243039	27163600				
11/28/14	45.43253975	45.6694143	45.11039036	45.29989	21534400				
12/1/14	45.36621522	46.21896171	45.20513863	46.067362	31191600				
12/2/14	46.27581226	46.47478594	45.66941436	45.915762	25773500				
12/3/14	45.89681151	45.95366235	45.29988954	45.555715	23534800				
12/4/14	45.84943686	46.48426255	45.6694141	46.275812	30320400				
12/5/14	46.25686218	46.39898785	45.83996391	45.877861	27313400				
12/8/14	45.72626115	45.81153599	44.95879045	45.195665	26663100				
12/9/14	44.6366418	45.40411252	44.57979002	45.09144	24330500				
12/10/14	45.08196577	45.15776373	44.24816641	44.437667	30431800				
12/11/14	44.60821695	45.23356576	44.22921578	44.693488	29060400				
12/12/14	44.32396441	45.22408864	44.21973866	44.485041	34248400				
12/15/14	44.72191589	45.1672372	44.10604016	44.219739	29247800				
12/16/14	43.49016957	43.90706688	42.760595	42.789019	47801400				
12/17/14	42.68479241	43.53754267	42.54267052	43.338569	34970900				
12/18/14	44.13446858	45.025115	43.90706711	45.025115	40105600				
12/19/14	45.12934	45.57466131	44.69348799	45.157764	64551200				
12/22/14	45.27146242	45.5936118	45.20513754	45.460963	26566000				
12/23/14	45.83048725	46.23791148	45.60308957	45.906289	23648100				
12/24/14	46.08631211	46.08631211	45.55571595	45.612563	11437800				
12/26/14	45.8683881	45.8683881	45.30936416	45.366215	13197800				
12/29/14	45.19566455	45.27146251	44.7787625	44.95879	14439500				
12/30/14	44.9493143	45.11986398	44.38081632	44.551366	16384700				
12/31/14	44.27659055	44.94931332	44.011292	44.011292	21552500				
1/2/15	44.21026607	44.93036281	44.09656724	44.305014	27913900				
1/5/15	43.93549009	44.27659038	43.82179125	43.897593	39673900				
1/6/15	43.94496673	44.29554011	43.14906825	43.253294	36447900				
1/7/15	43.56596645	44.02076463	43.10169424	43.802841	29114100				
1/8/15	44.2955415	45.24303971	44.2671175	45.09144	29645200				
1/9/15	45.11039014	45.30936381	44.43766737	44.712439	23944200				
1/12/15	44.93036354	45.04406617	43.92601827	44.153415	23651900				
1/13/15	44.5039909	45.39463825	43.64176754	43.926017	35270600				
1/14/15	43.547017	43.81231934	43.22486761	43.547017	29675300				
1/15/15	43.79336761	43.94496732	43.02589313	43.092218	32750800				
1/16/15	42.93114374	43.85021508	42.79849115	43.812318	35695300				
1/20/15	43.86916616	44.20079338	43.17749342	43.954441	36161900				
1/21/15	43.52806691	43.71756655	43.09221868	43.509116	39081100				
1/22/15	43.94496735	44.66506409	43.66071884	44.655591	35898000				
1/23/15	44.87351562	44.90193867	44.34291474	44.702965	26211600				
1/26/15	44.53241591	44.65559163	43.81231917	44.541889	42525500				
1/27/15	40.69504842	40.93192297	39.89914994	40.420273	169164000				
1/28/15	40.49607506	40.54344902	38.999026	39.02745	84507100				
1/29/15	38.78110183	39.90862375	38.64845302	39.804398	63585300				
1/30/15	39.36854908	39.39697687	38.2315503	38.278929	78004900				
2/2/15	38.45895219	39.19799984	38.11785283	39.112725	50352500				
2/3/15	39.44435179	39.72860031	38.89480093	39.415924	52082400				
2/4/15	39.73807387	39.99389839	39.18852681	39.643325	41614800				
2/5/15	40.00337442	40.40132176	39.66227507	40.221299	36548200				
2/6/15	40.43922352	40.54344927	39.93705136	40.183399	34616600				
2/9/15	40.02232517	40.49607426	39.99389738	40.136024	31381100				
2/10/15	40.49607554	40.52449859	39.96547465	40.363422	29670700				
2/11/15	40.41080046	40.41080046	39.99389841	40.154975	38262500				
2/12/15	40.42027377	40.827698	40.27814714	40.827698	33268800				
2/13/15	41.10247278	41.566745	40.88454914	41.566745	40264900				
